Ward,Division,WardDiv,Ward-Division,Top Bullet,Top Bullet Votes,Top Pair,Top Pair Votes,0 Votes,1 Votes,2 Votes,3 Votes,4 Votes,5 Votes,Oh,O'Brien,Tracy,Tinney,Taubenberger,Wolfe,Williams,Write-in,Oh & O'Brien,Oh & Tracy,Oh & Tinney,Oh & Taubenberger,Oh & Wolfe,Oh & Williams,Williams & Tracy,Williams & Tinney,Williams & O'Brien,Williams & Taubenberger,Williams & Wolfe,Tracy & Tinney,Tracy & O'Brien,Tracy & Taubenberger,Tracy & Wolfe,Tinney & O'Brien,Tinney & Taubenberger,Tinney & Wolfe,O'Brien & Taubenberger,O'Brien & Wolfe,Taubenberger & Wolfe,Taubenberger & write-in,Oh & Write & In
49,4,4904,49-4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,5,4905,49-5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,6,4906,49-6,Williams,2,O'Brien & Wolfe,1,,2,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,
49,7,4907,49-7,,0,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8,4908,49-8,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,9,4909,49-9,Oh,1,,0,2,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,10,4910,49-10,,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,11,4911,49-11,Williams,1,,0,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
49,12,4912,49-12,,0,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,13,4913,49-13,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,14,4914,49-14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,15,4915,49-15,Oh,1,,0,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,16,4916,49-16,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,17,4917,49-17,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,18,4918,49-18,,0,,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,19,4919,49-19,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,20,4920,49-20,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,21,4921,49-21,,0,,0,1,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,22,4922,49-22,,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,5001,50-1,,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2,5002,50-2,Williams,1,Oh & Williams,1,,1,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
50,3,5003,50-3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,4,5004,50-4,,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,5,5005,50-5,,0,Tie: Oh & Tracy/Oh & Williams,1,,,2,2,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,
50,6,5006,50-6,,0,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,7,5007,50-7,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,8,5008,50-8,Oh,1,Oh & Williams,1,,1,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
50,9,5009,50-9,,0,Tracy & Wolfe,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
50,10,5010,50-10,Wolfe,1,,0,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
50,11,5011,50-11,,0,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,12,5012,50-12,,0,,0,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,13,5013,50-13,Oh,1,Tinney & O'Brien,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
50,14,5014,50-14,Tinney,1,,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,15,5015,50-15,Williams,1,,0,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
50,16,5016,50-16,Taubenberger,1,,0,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
50,17,5017,50-17,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,18,5018,50-18,Tie: Oh/Williams,1,,0,,2,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
50,19,5019,50-19,,0,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20,5020,50-20,Oh,1,,0,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,21,5021,50-21,,0,,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,22,5022,50-22,Wolfe,1,,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
50,23,5023,50-23,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,24,5024,50-24,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,25,5025,50-25,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,26,5026,50-26,O'Brien,1,,0,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,27,5027,50-27,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,28,5028,50-28,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,29,5029,50-29,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,30,5030,50-30,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,5101,51-1,,0,,0,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2,5102,51-2,Oh,1,Oh & Wolfe,2,1,1,3,,,1,1,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,
51,3,5103,51-3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4,5104,51-4,Oh,1,,0,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,5,5105,51-5,Tinney,1,Williams & Tinney,1,,1,1,1,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,
51,6,5106,51-6,,0,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,7,5107,51-7,,0,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,8,5108,51-8,Tracy,1,,0,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,9,5109,51-9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,10,5110,51-10,Tie: O'Brien/Tracy,1,O'Brien & Wolfe,1,1,2,1,,1,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
51,11,5111,51-11,Tracy,1,,0,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,12,5112,51-12,Tie: Tracy/Wolfe,1,Taubenberger & Wolfe,1,,2,1,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
51,13,5113,51-13,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,14,5114,51-14,,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,15,5115,51-15,,0,Oh & Williams,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
51,16,5116,51-16,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,17,5117,51-17,Oh,1,,0,2,1,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,18,5118,51-18,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,19,5119,51-19,,0,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,20,5120,51-20,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,21,5121,51-21,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,22,5122,51-22,Oh,1,,0,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,23,5123,51-23,Oh,1,,0,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,24,5124,51-24,,0,,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,25,5125,51-25,,0,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,26,5126,51-26,Wolfe,1,Oh & Tinney,1,,1,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
51,27,5127,51-27,,0,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,28,5128,51-28,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1,5201,52-1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2,5202,52-2,Wolfe,1,O'Brien & Wolfe,1,2,1,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
52,3,5203,52-3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,4,5204,52-4,,0,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,5,5205,52-5,,0,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,6,5206,52-6,Oh,3,,0,,3,,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,7,5207,52-7,Oh,2,Tie: Oh & O'Brien/Oh & Tracy/Tracy & Wolfe/Taubenberger & Wolfe,1,1,2,4,1,1,1,2,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,1,,
52,8,5208,52-8,Wolfe,1,Williams & Taubenberger,1,2,1,1,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
52,9,5209,52-9,Tie: Oh/Tracy/Wolfe,1,Tie: Oh & Williams/Williams & O'Brien,1,2,3,2,2,,5,1,,1,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,
52,10,5210,52-10,Oh,1,,0,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,11,5211,52-11,Tie: Oh/Williams,1,,0,,2,,2,1,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
52,12,5212,52-12,O'Brien,4,Williams & O'Brien,1,,6,1,3,,4,1,4,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,
52,13,5213,52-13,Williams,1,,0,2,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
52,14,5214,52-14,Tie: Wolfe/Williams,1,,0,1,2,,1,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
52,15,5215,52-15,Williams,1,,0,,1,,2,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
52,16,5216,52-16,,0,,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,17,5217,52-17,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,18,5218,52-18,Williams,2,,0,,3,,,1,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
52,19,5219,52-19,,0,,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,20,5220,52-20,,0,,0,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,21,5221,52-21,Williams,2,,0,3,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
52,22,5222,52-22,,0,Oh & Wolfe,1,,,1,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
52,23,5223,52-23,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,24,5224,52-24,Oh,1,,0,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,25,5225,52-25,Williams,1,,0,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
52,26,5226,52-26,Williams,1,,0,1,1,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
52,27,5227,52-27,Tie: Oh/Williams,1,,0,,2,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
52,28,5228,52-28,,0,,0,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1,5301,53-1,Tie: Oh/Tinney/Wolfe,1,,0,1,3,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
53,2,5302,53-2,,0,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,3,5303,53-3,Tie: Oh/Tracy,1,Oh & Tracy,1,1,2,1,2,,2,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
53,4,5304,53-4,Tie: Tinney/Taubenberger,1,Tie: Oh & Taubenberger/Tracy & Taubenberger,1,1,2,2,,1,4,,,,1,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,
53,5,5305,53-5,Taubenberger,2,Tie: Oh & Tracy/Oh & Taubenberger,1,,3,2,1,,1,1,,,,2,,,,,1,,1,,,,,,,,,,,,,,,,,,,
53,6,5306,53-6,Taubenberger,2,,0,3,4,,1,,2,1,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,
53,7,5307,53-7,Tie: Oh/Williams,1,,0,1,2,,5,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
53,8,5308,53-8,Taubenberger,4,,0,2,5,,2,2,3,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
53,9,5309,53-9,Taubenberger,2,Taubenberger & Wolfe,1,,2,1,2,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,
53,10,5310,53-10,Tie: Oh/Taubenberger,1,O'Brien & Taubenberger,1,1,2,1,2,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
53,11,5311,53-11,Taubenberger,2,Oh & Tracy,1,,3,1,3,2,2,1,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,
53,12,5312,53-12,Oh,3,Oh & Williams,1,,5,1,5,2,3,3,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,
53,13,5313,53-13,Tie: Tracy/Tinney,1,,0,,2,,1,2,3,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,14,5314,53-14,Tie: Oh/Taubenberger,1,Oh & Williams,1,1,2,1,8,,4,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
53,15,5315,53-15,Taubenberger,4,O'Brien & Taubenberger,2,1,5,4,2,2,14,,,1,,4,,,,,,,1,,,,,,,,,,,,,,,2,,1,,
53,16,5316,53-16,Tie: Oh/Tinney,1,Tie: Williams & Tracy/Tinney & Taubenberger/O'Brien & Taubenberger,1,,2,3,3,1,12,1,,,1,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,
53,17,5317,53-17,Oh,3,Tinney & O'Brien,1,1,4,1,3,1,5,3,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
53,18,5318,53-18,,0,Tie: Tinney & O'Brien/O'Brien & Taubenberger/Taubenberger & Wolfe,1,1,,3,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,
53,19,5319,53-19,,0,Tie: Williams & Wolfe/Tinney & Wolfe/O'Brien & Taubenberger,1,1,,3,5,1,3,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,
53,20,5320,53-20,Taubenberger,12,O'Brien & Taubenberger,2,1,13,3,3,1,6,,,,1,12,,,,,,,,,,,,,,,,,1,,,,,2,,,,
53,21,5321,53-21,Taubenberger,29,Tracy & Taubenberger,3,2,37,10,5,3,6,2,,4,1,29,,1,,,,,1,,,,,,,,,,3,1,,1,,2,,2,,
53,22,5322,53-22,Tie: Tracy/Taubenberger/Williams,1,Williams & Tracy,2,,3,4,2,,3,,,1,,1,,1,,,,,,,,2,,,,,,,,,,,1,1,,,,
53,23,5323,53-23,Williams,1,Tinney & Wolfe,1,,1,1,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
54,1,5401,54-1,Tinney,1,O'Brien & Taubenberger,1,,1,1,,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,
54,2,5402,54-2,,0,,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3,5403,54-3,Williams,1,O'Brien & Taubenberger,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,
54,4,5404,54-4,,0,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,5,5405,54-5,Oh,2,,0,2,2,,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,6,5406,54-6,Tracy,1,Oh & Williams,1,1,1,1,1,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
54,7,5407,54-7,Taubenberger,2,Oh & Tinney,1,1,2,1,,,1,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,
54,8,5408,54-8,Taubenberger,1,,0,1,1,,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
54,9,5409,54-9,Tie: Tinney/Wolfe,1,Oh & O'Brien,1,2,2,1,2,,1,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
54,10,5410,54-10,Tie: Oh/Taubenberger,2,Oh & O'Brien,2,,5,2,1,1,4,2,,1,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,
54,11,5411,54-11,Wolfe,1,,0,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
54,12,5412,54-12,Tie: Oh/Taubenberger,1,,0,,2,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
54,13,5413,54-13,Oh,1,,0,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,14,5414,54-14,Taubenberger,3,,0,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
54,15,5415,54-15,,0,,0,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,16,5416,54-16,,0,,0,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,17,5417,54-17,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,18,5418,54-18,Oh,1,Williams & Taubenberger,1,,1,1,1,,5,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
54,19,5419,54-19,O'Brien,1,Tie: Tracy & Taubenberger/Tinney & O'Brien,1,,1,2,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,
54,20,5420,54-20,,0,,0,2,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,21,5421,54-21,Oh,2,,0,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,22,5422,54-22,O'Brien,1,Tie: Williams & Taubenberger/O'Brien & Taubenberger,1,1,1,2,,1,2,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,
55,1,5501,55-1,,0,Tie: Williams & Tracy/Williams & O'Brien/Taubenberger & Wolfe,1,3,,3,6,4,11,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,
55,2,5502,55-2,Tie: Oh/Tinney,1,Oh & Tracy,1,2,2,1,4,3,5,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
55,3,5503,55-3,Tinney,2,,0,3,5,,3,3,5,1,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,
55,4,5504,55-4,Oh,1,,0,,1,,3,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,5,5505,55-5,Oh,2,Tie: Oh & Tracy/Oh & Tinney,1,2,5,2,3,,1,2,1,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
55,6,5506,55-6,Tie: Oh/Tinney,2,Tie: Tracy & Wolfe/Tinney & O'Brien/Tinney & Taubenberger/Tinney & Wolfe,1,1,7,4,5,4,7,2,1,1,2,1,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,
55,7,5507,55-7,Tie: Oh/Tinney,2,Tinney & O'Brien,3,3,6,8,2,1,4,2,1,,2,1,,,,1,,,,,1,,,1,,,,,,2,3,,,,,,,
55,8,5508,55-8,Tie: Oh/Tinney/Williams,1,Tie: Oh & O'Brien/Oh & Tracy/Oh & Williams/Tracy & Taubenberger/Tracy & Wolfe/Tinney & O'Brien,1,3,3,6,9,2,9,1,,,1,,,1,,1,1,,,,1,,,,,,,,1,1,1,,,,,,,
55,9,5509,55-9,Tie: Oh/O'Brien/Tinney/Taubenberger,1,Tie: Tracy & Wolfe/Tinney & Taubenberger,1,,4,2,4,2,8,1,1,,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,
55,10,5510,55-10,Tinney,3,Tinney & Wolfe,1,,4,1,3,,3,1,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,
55,11,5511,55-11,Tie: Oh/Tinney,3,Tie: Oh & Tracy/Oh & Taubenberger/Williams & O'Brien/Tinney & Taubenberger/Tinney & Wolfe,1,2,7,5,8,2,15,3,,,3,1,,,,,1,,1,,,,,1,,,,,,,,1,1,,,,,
55,12,5512,55-12,Tinney,10,Tinney & Wolfe,7,,16,12,9,1,4,1,2,,10,1,,2,,1,,1,,,,,,,,,,,,,,,7,1,,2,,
55,13,5513,55-13,Tinney,2,Tie: Oh & Taubenberger/Tracy & O'Brien/Tinney & Wolfe,1,3,4,3,2,6,11,1,,,2,1,,,,,,,1,,,,,,,,,1,,,,,1,,,,,
55,14,5514,55-14,Tie: Oh/Tinney,1,Tie: Tracy & Wolfe/Tinney & O'Brien/Taubenberger & Wolfe,1,,2,3,4,,6,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,
55,15,5515,55-15,Tracy,2,Tracy & Wolfe,2,3,3,5,2,1,7,1,,2,,,,,,,,1,,,,,1,,,,,,,2,,1,,,,,,
55,16,5516,55-16,Tracy,2,Tie: Oh & O'Brien/Oh & Tinney/Tinney & O'Brien,1,3,3,3,2,1,9,1,,2,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,
55,17,5517,55-17,Tracy,2,Tie: Oh & O'Brien/Tinney & O'Brien,1,7,5,2,13,1,11,,,2,1,1,,1,,1,,,,,,,,,,,,,,,1,,,,,,,
55,18,5518,55-18,Tie: Oh/Tracy,1,Tie: Tinney & O'Brien/Tinney & Taubenberger/Tinney & Wolfe/Taubenberger & Wolfe,1,2,2,4,9,4,9,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,
55,19,5519,55-19,Tie: Oh/Tinney/Taubenberger,2,Tinney & O'Brien,2,,7,7,2,1,11,2,,1,2,2,,,,1,1,,,,,,,,,,,,,,2,1,1,1,,,,
55,20,5520,55-20,O'Brien,2,Tie: Oh & O'Brien/Tinney & O'Brien,3,2,3,9,6,3,8,,2,,,1,,,,3,,,,,,,,,,,1,,,,3,,,2,,,,
55,21,5521,55-21,Wolfe,4,Tie: Oh & Tracy/Tracy & Tinney/Tracy & O'Brien/Tinney & Taubenberger/O'Brien & Wolfe/Taubenberger & Wolfe,1,2,8,6,8,2,6,,,1,2,1,4,,,,1,,,,,,,,,,1,1,,,,1,,,1,1,,
55,22,5522,55-22,Tracy,2,Tracy & Tinney,2,1,5,4,3,1,8,1,1,2,,1,,,,,,,,,,,,,,,2,,,,1,1,,,,,,
55,23,5523,55-23,Tracy,5,Tinney & Wolfe,2,1,6,4,1,,5,,,5,1,,,,,,1,,,,1,,,,,,,,,,,,2,,,,,
55,24,5524,55-24,Oh,4,Tie: Oh & Tracy/Oh & Taubenberger/Tinney & O'Brien/Tinney & Taubenberger/Tinney & Wolfe/O'Brien & Taubenberger,1,,9,6,12,9,9,4,1,,2,,,2,,,1,,1,,,,,,,,,,,,1,1,1,1,,,,
55,25,5525,55-25,Tie: O'Brien/Tracy/Taubenberger,1,Tinney & Wolfe,2,,3,6,7,1,4,,1,1,,1,,,,,,,,,,1,1,,,,1,,,,,,2,1,,,,
55,26,5526,55-26,Tie: Taubenberger/Wolfe,1,,0,2,2,,6,1,6,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
55,27,5527,55-27,Tie: Oh/O'Brien/Wolfe,1,Tie: Oh & O'Brien/Tracy & O'Brien/Tinney & O'Brien/O'Brien & Taubenberger,1,,3,4,2,,8,1,1,,,,1,,,1,,,,,,,,,,,,1,,,1,,,1,,,,
55,28,5528,55-28,Tinney,2,Tinney & Wolfe,3,,2,4,2,2,6,,,,2,,,,,,,,,,,,,,,,,,,,,,3,1,,,,
55,29,5529,55-29,Tie: Oh/O'Brien/Tinney,1,Williams & Wolfe,2,2,3,4,2,2,10,1,1,,1,,,,,,,,,1,,,,,,2,,,,1,,,,,,,,
56,1,5601,56-1,Oh,3,Tie: Williams & Tracy/Tracy & Taubenberger,1,,6,2,3,1,9,3,,,,2,1,,,,,,,,,1,,,,,,,1,,,,,,,,,
56,2,5602,56-2,Tie: O'Brien/Taubenberger/Williams,1,Tinney & Taubenberger,2,,3,3,6,1,6,,1,,,1,,1,,,,,1,,,,,,,,,,,,,2,,,,,,
56,3,5603,56-3,Oh,1,,0,1,1,,2,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,4,5604,56-4,Tie: Oh/Tracy/Williams,1,Tie: Oh & Williams/Williams & Taubenberger/Taubenberger & Wolfe,1,,3,3,4,2,4,1,,1,,,,1,,,,,,,1,,,,1,,,,,,,,,,,1,,
56,5,5605,56-5,Tie: Taubenberger/Williams,1,Tie: Tracy & Taubenberger/Tinney & Taubenberger/Taubenberger & Wolfe,1,,2,3,2,2,6,,,,,1,,1,,,,,,,,,,,,,,,1,,,1,,,,1,,
56,6,5606,56-6,Taubenberger,6,O'Brien & Taubenberger,4,1,14,15,13,5,19,3,1,1,1,6,1,1,,,1,,2,1,1,1,,,,,,,2,,1,,1,4,,1,,
56,7,5607,56-7,Taubenberger,2,O'Brien & Taubenberger,2,1,3,3,4,2,7,,,,1,2,,,,,,,,,,,,,,,,,,,,1,,2,,,,
56,8,5608,56-8,Taubenberger,5,O'Brien & Taubenberger,5,1,8,13,12,13,13,,2,1,,5,,,,,,,,1,,,,,1,,,,,,4,,1,5,,1,,
56,9,5609,56-9,Taubenberger,10,O'Brien & Taubenberger,2,1,12,4,6,1,7,2,,,,10,,,,,,,1,,,,,,,,,,,,,1,,2,,,,
56,10,5610,56-10,Taubenberger,3,Oh & Tracy,2,1,6,4,5,6,8,1,1,,1,3,,,,,2,,,,,,,,,,,,,,,,1,,,1,,
